,N_index,NYSE:EGL Open,NYSE:EGL High,NYSE:EGL Low,NYSE:EGL Close,NYSE:BA Open,NYSE:BA High,NYSE:BA Low,NYSE:BA Close,NYSE:TGI Open,NYSE:TGI High,NYSE:TGI Low,NYSE:TGI Close,NYSE:LMT Open,NYSE:LMT High,NYSE:LMT Low,NYSE:LMT Close,NYSE:NOC Open,NYSE:NOC High,NYSE:NOC Low,NYSE:NOC Close,NYSE:OA Open,NYSE:OA High,NYSE:OA Low,NYSE:OA Close
17-May-17,157,27.89,28.21,26.78,26.8,181.39,181.52,178.68,178.78,23.20,23.65,22.76,22.8,270.10,270.73,268.91,269.24,245.82,248.74,245.54,246.32,96.29,97.17,96.29,96.6
16-May-17,158,28.01,28.60,27.56,28.56,182.73,183.15,182.04,182.7,23.35,25.15,22.15,23.85,272.08,273.26,271.43,271.65,248.11,249.37,246.99,247.38,97.71,97.82,96.65,97.69
15-May-17,159,27.26,28.62,27.26,27.95,183.30,184.11,182.28,182.39,19.90,20.90,19.8,20.45,271.28,272.47,271.05,272.35,247.11,248.49,246.94,248.25,96.62,98.07,96.27,97.38
12-May-17,160,27.26,27.55,26.92,27.35,183.71,183.98,182.63,183.25,20.75,20.80,19.65,19.8,270.91,271.7,270.75,271.26,247.16,248.15,246.5,247.45,98.89,99.11,96.66,96.9
11-May-17,161,27.55,27.69,27.2,27.39,182.90,184.33,182.17,183.94,21.85,22.30,20.55,20.95,271.14,272.25,270.20,272.09,247.09,248.05,246.21,247.52,96.03,99.62,93.5,99.43
10-May-17,162,28.39,28.51,27.61,27.84,185.14,185.65,178.18,183.18,24.30,24.40,21.22,21.6,272.88,273.71,270.17,271.74,249.95,251.01,246.9,248.11,98.36,98.88,97.01,98.09
9-May-17,163,29.22,29.27,28.15,28.38,186.11,187.20,186.05,186.91,24.90,25.15,24.25,24.3,273.00,274.22,272.27,273.87,249.10,249.65,248.65,249.49,98.65,99.12,98.28,98.4
8-May-17,164,29.37,29.42,28.47,29.26,185.38,186.39,185.00,186.02,24.60,25.30,24.15,24.85,272.92,274.0,272.10,272.5,248.70,249.31,248.03,249.14,98.50,98.62,97.9,98.53
5-May-17,165,29.36,31.58,28.46,29.2,183.16,185.07,183.16,185.01,25.00,25.05,24.6,24.8,270.68,273.1,270.21,273.03,246.29,249.04,245.5,248.91,98.12,98.80,98.11,98.63
4-May-17,166,28.51,28.92,27.89,28.82,183.33,184.25,182.18,183.07,25.50,25.50,24.2,24.8,269.87,270.71,268.86,270.51,245.45,246.02,243.63,245.75,99.55,99.55,97.92,98.29
3-May-17,167,28.14,28.48,27.85,28.47,183.45,183.75,182.25,183.39,25.75,26.00,24.9,25.05,268.75,269.95,268.20,269.6,244.91,245.84,243.95,245.51,98.37,99.80,98.15,99.65
2-May-17,168,29.00,29.25,28.26,28.45,182.54,183.91,182.53,183.44,26.05,26.22,25.75,25.9,268.19,269.87,268.00,269.49,244.46,245.68,243.5,245.33,98.39,98.96,98.23,98.87
1-May-17,169,28.62,29.89,28.19,28.95,184.23,184.48,181.80,182.39,26.35,26.50,25.9,26.05,269.55,270.11,268.37,268.43,246.30,246.53,244.32,244.34,99.26,99.63,97.8,98.34
28-Apr-17,170,29.47,29.58,28.3,28.35,183.42,184.93,183.02,184.83,26.60,26.65,26.12,26.2,271.07,271.54,268.62,269.45,248.90,249.36,245.6,245.96,98.71,99.50,98.29,99.0
27-Apr-17,171,29.60,29.93,28.87,29.51,182.59,183.76,182.59,183.22,26.70,26.70,26.2,26.4,270.84,272.77,269.94,271.14,248.96,249.82,247.41,248.4,99.00,99.33,97.99,98.7
26-Apr-17,172,28.86,29.58,28.85,29.49,182.31,183.00,180.11,181.71,26.20,27.05,26.0,26.65,270.59,272.51,269.54,270.35,249.80,250.00,243.05,248.06,99.28,99.28,98.48,98.62
25-Apr-17,173,29.38,29.66,28.71,28.92,182.53,183.85,182.53,183.51,26.55,26.65,26.05,26.2,273.90,274.5,267.68,270.02,248.13,249.62,247.38,248.13,98.70,99.14,98.11,99.04
24-Apr-17,174,28.55,29.33,28.53,29.12,181.75,182.46,181.61,182.06,27.00,27.00,26.15,26.25,275.54,276.64,274.31,276.21,248.98,249.75,247.58,249.14,98.78,99.14,98.26,98.51
21-Apr-17,175,28.73,28.73,27.84,28.17,179.42,180.93,179.42,180.38,26.45,26.70,26.0,26.35,272.20,274.49,272.00,273.09,245.12,247.43,244.88,246.33,98.38,98.38,97.26,97.28
20-Apr-17,176,28.51,28.85,28.33,28.65,178.74,179.82,178.35,179.3,26.20,26.80,26.0,26.55,270.15,273.2,269.66,271.85,243.86,245.94,243.51,244.85,97.13,98.16,96.27,97.93
19-Apr-17,177,28.29,28.81,27.76,28.35,178.47,179.90,178.16,178.4,26.25,26.95,26.0,26.0,269.69,270.05,268.67,269.63,243.55,244.43,242.56,243.74,97.58,97.71,96.53,96.77
18-Apr-17,178,27.29,28.23,27.19,28.19,178.59,179.97,177.12,177.85,25.45,26.10,25.4,26.05,269.88,270.7,268.22,268.78,242.64,244.78,242.42,243.18,96.49,97.27,94.89,97.08
17-Apr-17,179,26.62,27.36,26.38,27.29,175.84,179.08,175.65,179.02,25.10,25.60,24.9,25.5,268.13,269.9,267.91,269.88,240.32,243.28,240.26,243.1,95.83,97.14,95.1,96.87
13-Apr-17,180,26.77,26.97,26.31,26.34,175.74,176.88,175.56,175.62,25.20,25.20,24.8,25.0,268.14,270.28,268.00,268.0,239.04,241.79,239.04,240.2,96.50,97.81,95.22,95.31
12-Apr-17,181,27.75,27.75,26.7,26.85,178.25,178.25,175.94,176.05,25.85,26.05,25.08,25.4,269.89,270.48,268.04,268.51,240.95,240.95,239.04,239.36,97.54,98.07,95.95,96.49
11-Apr-17,182,27.24,27.97,27.19,27.91,177.50,178.60,176.96,178.57,25.65,26.55,25.55,26.05,269.00,270.52,268.18,270.27,239.22,241.15,238.22,241.05,97.74,98.10,97.18,97.49
10-Apr-17,183,27.44,27.83,27.18,27.42,179.00,179.97,177.48,177.56,25.10,26.30,25.05,25.9,270.19,271.36,268.84,269.03,238.64,240.45,237.99,239.34,99.00,99.08,97.7,97.92
7-Apr-17,184,27.25,27.74,27.08,27.54,178.39,179.09,177.26,178.85,25.00,25.50,24.85,25.2,272.34,272.34,268.18,270.23,239.72,240.12,237.39,238.81,96.80,99.00,96.52,98.59
6-Apr-17,185,27.20,27.50,27.06,27.38,177.56,178.22,177.12,177.37,24.60,25.75,24.44,25.3,266.87,267.79,266.32,267.11,235.99,237.52,235.16,236.67,96.37,96.66,95.89,96.25
5-Apr-17,186,27.59,28.02,27.11,27.12,179.00,180.18,176.89,177.08,25.35,25.75,24.6,24.65,269.84,270.95,266.81,266.98,238.00,239.80,235.86,236.1,97.49,97.90,96.11,96.19
4-Apr-17,187,27.82,28.21,27.25,27.36,176.88,178.79,176.76,178.7,24.90,25.60,24.9,25.0,268.54,270.05,268.25,269.56,236.99,238.07,236.43,237.64,97.09,98.15,96.75,97.16
3-Apr-17,188,29.00,29.00,27.88,27.92,177.08,177.73,175.50,176.65,25.80,25.85,24.85,24.95,267.60,269.3,267.35,268.68,237.58,238.56,236.8,237.81,98.00,98.49,96.47,97.15
31-Mar-17,189,29.16,29.16,28.32,28.94,178.02,178.18,176.81,176.86,25.45,26.18,25.45,25.75,270.47,270.47,267.60,267.6,238.72,238.93,237.69,237.84,99.17,99.17,97.91,98.0
30-Mar-17,190,27.57,28.13,27.28,28.11,177.25,178.49,177.22,177.98,25.10,25.50,25.1,25.4,268.56,270.93,268.21,270.54,236.28,239.22,235.55,239.06,98.48,99.82,98.48,99.31
